building_density,road_connectivity,public_transport_access,air_quality_index,green_cover_percentage,carbon_footprint,population_density,crime_rate,avg_income,renewable_energy_usage,disaster_risk_index,land_use_type_Commercial,land_use_type_Green Space,land_use_type_Industrial,land_use_type_Residential,urban_sustainability_score
0.36791472420636756,0.3938214450580643,0.42812905258191386,0.41482965931863724,0.23855451447731987,0.921949582419526,0.12644867549668876,0.5471597535732381,0.9324121769955831,0.38235784265467565,0.44624170759617254,0.0,0.0,1.0,0.0,0.25923902479038197
0.414306184403348,0.6084451562115015,0.6584809301375267,0.49098196392785565,0.9176813942365681,0.17821323000781175,0.3251241721854305,0.764042447644549,0.9032413590936434,0.3771665974038173,0.9368240670057362,0.0,1.0,0.0,0.0,0.576923479997667
0.8279020716448225,0.4446794902963303,0.2638534124924774,0.26452905811623245,0.07788275080379069,0.2951593395022619,0.04214955849889624,0.5757364754761933,0.20809814293308676,0.23794899534469574,0.4630543748548358,0.0,0.0,0.0,1.0,0.2528439852611046
0.7339359024347486,0.742708485382622,0.012021672055786053,0.48697394789579157,0.4273026618672496,0.9759000593690826,0.6638383002207505,0.8267265319119763,0.25895092117790125,0.8765385546701249,0.20429334878637787,0.0,0.0,1.0,0.0,0.40900165178843256
0.7696426239205064,0.2282683708862244,0.5190815919637554,0.9458917835671342,0.5323206356992031,0.37085585784238095,0.4299116997792495,0.12754245629565814,0.18039434456430492,0.6790059855054328,0.1514206593348114,0.0,0.0,1.0,0.0,0.686376276141097
0.011024634102030278,0.05826244611492311,0.6059366891367622,0.5871743486973947,0.8987350497705653,0.021966274969970515,0.38810706401766004,0.43578911994206787,0.1960134062192479,0.27996571715655405,0.9940211488048987,0.0,1.0,0.0,0.0,0.5996377771293788
0.41633134934035,0.2999224293453556,0.9631833123465227,0.9719438877755511,0.9977706614350655,0.1471407706211202,0.0602924944812362,0.6097071010022415,0.9081270156707357,0.24213447811913774,0.3339293085821219,0.0,0.0,0.0,1.0,0.758092757462941
0.48155110809915647,0.47443787526617964,0.5896418169841288,0.8677354709418837,0.7533824893693811,0.02574612379350645,0.7426186534216335,0.6763375149571402,0.9314128396358992,0.01789197455980598,0.16008209276552396,0.0,0.0,0.0,1.0,0.6033381534832838
0.01918935271944909,0.16791007170344713,0.4712986476350514,0.07414829659318636,0.9708566155570797,0.9900443349944047,0.64314293598234,0.6961353212258713,0.05179434962456708,0.34663102081799935,0.008404711018221175,0.0,0.0,1.0,0.0,0.5971462099726539
0.2599195596665477,0.3548331696766502,0.5735665372637279,0.7174348697394789,0.7871065559223414,0.27846533300672044,0.9009381898454746,0.7293363449081449,0.5937332428002471,0.5268805084255997,0.28562577210982254,1.0,0.0,0.0,0.0,0.6666966780773169
0.7606234593183406,0.40005418534072007,0.9282001678462961,0.11022044088176351,0.9632657789914651,0.9236147785593926,0.04615066225165563,0.6517495453110574,0.5643488285157234,0.2777366008257531,0.8893028429541406,0.0,0.0,1.0,0.0,0.4815058224270696
0.13716033236972192,0.05719546997963348,0.8286398883443336,0.6372745490981964,0.7072499861100283,0.9960118854956629,0.11230684326710816,0.09417998850717578,0.39059027797633833,0.7006257780231308,0.5341192418143724,0.0,0.0,1.0,0.0,0.6075085791878729
0.5355415958998038,0.5835215791732654,0.3230485426652959,0.751503006012024,0.07953702949115657,0.5996734624142964,0.5130380794701986,0.6956543751203578,0.6318438495772809,0.4118201613449776,0.6325662534468219,0.0,0.0,1.0,0.0,0.1978370184191342
0.21528796325102273,0.884792848049125,0.2372916177698496,0.09418837675350701,0.40179937308945873,0.032608816854518316,0.7938741721854304,0.7251508133526102,0.9476497301760074,0.3163564495409134,0.9225849976745548,0.0,0.0,1.0,0.0,0.3390998628828216
0.012114639104887664,0.15162022110854653,0.26268050465093623,0.20841683366733466,0.6465566591555145,0.08103998077238068,0.9887555187637969,0.9940254698915163,0.17020285109438849,0.9393052166539946,0.5129452621736887,0.0,1.0,0.0,0.0,0.6381839943261751
0.24129935622408427,0.5980336685167444,0.5045597546097703,0.9478957915831663,0.3505809149675838,0.4813337016571957,0.024696467991169972,0.6937098513997578,0.12033745943684798,0.2628215334928027,0.8384555538069166,0.0,0.0,0.0,1.0,0.27229849274669526
0.9763052958869185,0.665017128802653,0.7442791688123296,0.11623246492985971,0.27322097837230924,0.40586079465040326,0.5084850993377483,0.6871734983604965,0.03327972669349938,0.3983237255456109,0.32389775671486815,0.0,1.0,0.0,0.0,0.425906869499369
0.8018894800260774,0.41942095981811356,0.5033574656625571,0.15230460921843686,0.5773359638718967,0.606014240477098,0.729994481236203,0.5150428366769602,0.3638644595672276,0.38235153668433935,0.9773075857259987,0.0,1.0,0.0,0.0,0.3643788778107235
0.9600007841663556,0.701403904716977,0.06776929559035176,0.8557114228456913,0.933555280741542,0.4385607958892217,0.26897075055187636,0.8683855583865133,0.33764836822291716,0.2412117536672484,0.07882537611335412,0.0,1.0,0.0,0.0,0.5739219904408732
0.4880639567773972,0.4108111044162554,0.7238026446910362,0.9979959919839678,0.03474080107286266,0.9341566739727606,0.05484271523178808,0.9973825121894265,0.430879624869593,0.21748218859347992,0.7249807041922295,0.0,0.0,1.0,0.0,0.05812176599185051
0.10977439397799833,0.5047901829979947,0.8062233616138753,0.4348697394789579,0.7692307703261465,0.5345237330581963,0.12286147902869757,0.7794488476672501,0.5034011177053346,0.3024139548447832,0.6607035709815555,1.0,0.0,0.0,0.0,0.5004221254925303
0.5481966979704329,0.007117593895965893,0.289554959530567,0.7655310621242485,0.7227116038638043,0.6936278474764463,0.4862720750551876,0.6127944119281673,0.7580244490620458,0.8644586232481463,0.19170740958103447,0.0,0.0,0.0,1.0,0.6447277760787835
0.45457204437679677,0.6920191083090386,0.6643251045700957,0.10821643286573146,0.964016809466691,0.8965372515646243,0.004415011037527589,0.07889664394082178,0.39215669453136276,0.7672727431045366,0.3889225335570375,1.0,0.0,0.0,0.0,0.7547301283727703
0.8447288970437408,0.6616179503772986,0.42670105909936396,0.10821643286573146,0.9307637117764503,0.14636858224574134,0.7742825607064017,0.7271085798636652,0.33062998590472586,0.6811604868348692,0.3128912161881943,0.0,1.0,0.0,0.0,0.7654255290345677
0.0981154837380684,0.038189672945257845,0.889404165907883,0.2565130260521042,0.7622298351289035,0.22929274073457312,0.3914873068432671,0.7089190169010541,0.8271089491152006,0.4571888422374889,0.09450776091396128,0.0,1.0,0.0,0.0,0.7300547487891722
0.48845122566636257,0.3682964931647896,0.8454936989755054,0.783567134268537,0.5203267836372346,0.10678606803296868,0.14403973509933776,0.7759698301407378,0.8500366476298582,0.5078568289468046,0.5849089230324015,1.0,0.0,0.0,0.0,0.5610950958964485
0.15010516740315483,0.9795552061763559,0.5255786924489084,0.7655310621242485,0.20408196163796385,0.139129747479527,0.7219922737306843,0.12452730836006001,0.23274079455103913,0.26716095719877014,0.993879150640006,1.0,0.0,0.0,0.0,0.32999602651510124
0.32481173441411454,0.42082393674348284,0.6917153090160467,0.7755511022044087,0.545161873942668,0.5123515728150515,0.418598233995585,0.6540537533475257,0.3146818490611221,0.07427332845532303,0.5597035926281523,1.0,0.0,0.0,0.0,0.377973638591055
0.7376802989606962,0.5020961979722393,0.8836323200846771,0.16833667334669336,0.7653502893514713,0.3208050827336708,0.4090783664459161,0.29580882083499105,0.8253457424165436,0.33108410910437297,0.5453722605236819,0.0,1.0,0.0,0.0,0.6448546885631377
0.4762226670853511,0.9103995597596741,0.49585241947955355,0.42685370741482964,0.8957102175876156,0.4228742145460218,0.8074641280353201,0.7606628275696912,0.07931717459974885,0.4956825168797619,0.040316885772905764,0.0,1.0,0.0,0.0,0.7068272290878277
0.37604735012997176,0.7175808164448717,0.3133168554307534,0.2284569138276553,0.7897182882727684,0.9826055181787293,0.5810568432671082,0.24042233095946453,0.32586160877605447,0.0572647562365359,0.13924478651817349,0.0,0.0,0.0,1.0,0.4646330035894149
0.39464378506193265,0.5822834960077401,0.7538995075825973,0.8737474949899798,0.19507839377765177,0.15620833756468344,0.6492825607064017,0.684319896883324,0.44841757681781963,0.08819538632059189,0.5133245151500883,0.0,0.0,0.0,1.0,0.32721329270824556
0.4596437804436079,0.7981865204553741,0.22009698144049833,0.627254509018036,0.599630315212968,0.5406005865107356,0.7404801324503311,0.2950773803295507,0.18702680995780013,0.2630459643663422,0.9853860333453742,0.0,1.0,0.0,0.0,0.3448179041321327
0.7853614093681573,0.8648000857090185,0.3886258518764918,0.5851703406813626,0.3320297871821517,0.0983323051636922,0.07264072847682118,0.008889925777963393,0.17986631572512285,0.3671360182683113,0.8767917303505168,1.0,0.0,0.0,0.0,0.43491590406400576
0.8924781781473898,0.4570036778188571,0.8660031637592456,0.09619238476953906,0.008956147181601195,0.31812014965099067,0.4314293598233996,0.6336657150259812,0.42491943464753695,0.3933812587983264,0.34027714065897063,1.0,0.0,0.0,0.0,0.3575964265175407
0.9557568999164863,0.47523819984175913,0.7246446041464419,0.13226452905811623,0.20003401797481046,0.5273045977378331,0.9145971302428255,0.11323355252927508,0.7547207607351762,0.11785809982162282,0.5431161201741775,0.0,0.0,0.0,1.0,0.3291418131007943
0.7872491086725816,0.38611122267581094,0.4039115118860377,0.5490981963927856,0.11300521907808607,0.9467208706458093,0.9753725165562914,0.6596163957337846,0.8404688468720931,0.2258296031521405,0.5528161850133751,0.0,1.0,0.0,0.0,0.12490400855848205
0.3155384938560252,0.9672198798565941,0.21477320804430902,0.2565130260521042,0.8427427748900224,0.39090593348080005,0.8791390728476821,0.9261101795994968,0.9795306910113675,0.26166752119714126,0.6855032578043524,0.0,0.0,0.0,1.0,0.4451809096757913
0.6884355739272946,0.6974695015353026,0.3560507284792836,0.05611222444889779,0.2583384364740045,0.06434268731557809,0.23075331125827814,0.9697754718316202,0.07389064954164087,0.067590049159548,0.6879252098222343,0.0,0.0,0.0,1.0,0.24073177593904999
0.4377902160716498,0.0830468649536816,0.284159195289139,0.6853707414829658,0.2845387371568836,0.3878368884600806,0.6456263796909492,0.23596852604126894,0.21665011998585781,0.32614159518843355,0.789957712811114,0.0,0.0,1.0,0.0,0.3220273067805818
0.2547746375253143,0.8633923440720058,0.17610331364913523,0.06412825651302605,0.9599986394136467,0.14523704472596832,0.942742825607064,0.809677146995847,0.7568297842721365,0.07217828466925606,0.02497088599209743,0.0,0.0,1.0,0.0,0.6302437383711041
0.8412418108317554,0.4806940330617499,0.7435623590328684,0.23647294589178355,0.3789584258195879,0.22954788876726795,0.2827676600441501,0.35367636848674744,0.540705816344939,0.7036263511353129,0.9438786873689863,0.0,0.0,1.0,0.0,0.5040214221824886
0.03843215977508317,0.06856640572365205,0.2521127673927545,0.35871743486973945,0.009336244465735543,0.617936382592735,0.5177290286975716,0.900941199792828,0.32769539001069153,0.38610977528428014,0.07007165634351228,1.0,0.0,0.0,0.0,0.23434171900346112
0.9021598761703329,0.5499053546181528,0.4542871004723865,0.8496993987975952,0.28368663744403183,0.06686172188612334,0.598992825607064,0.7878991208188356,0.20555281346767823,0.3267945029710982,0.4762575249439021,0.0,1.0,0.0,0.0,0.39671114614000963
0.4616753988779688,0.4172488634364039,0.3859531360856729,0.3006012024048096,0.11908614202498909,0.46445590991053853,0.2191639072847682,0.07386021107588597,0.2804728842360639,0.1264971026741198,0.9197725621933337,0.0,1.0,0.0,0.0,0.19845616925475107
0.6374792139518635,0.8781936754501749,0.9823974910993578,0.26452905811623245,0.10258971847442747,0.60930095352084,0.830091059602649,0.40729545847762805,0.42934822923244903,0.22651213299186815,0.48776873101632723,0.0,1.0,0.0,0.0,0.30928064011979184
0.6596417196089117,0.20391271683473097,0.39118792063554303,0.6533066132264529,0.07726014820655358,0.42155879371636784,0.42853200883002207,0.33743019988342715,0.1771021513305785,0.23271576726785625,0.06364505538206522,0.0,1.0,0.0,0.0,0.3529748185684311
0.8955126073367004,0.8268688300903255,0.07996001041876193,0.3687374749498998,0.5932013648583416,0.018528430154361827,0.912251655629139,0.7855890489379678,0.9645151047161453,0.9854672561013017,0.22928404629068844,0.0,0.0,1.0,0.0,0.700827452430407
0.6369471778028207,0.5578830157977889,0.0898070183318786,0.2665330661322645,0.18915724228346337,0.9856372873936511,0.09388796909492275,0.4104462538609823,0.10750948432779167,0.8355621405593707,0.5787863319609219,1.0,0.0,0.0,0.0,0.29366423914943207
0.6142007550777757,0.054411757308064856,0.5909252224524999,0.35270541082164325,0.36110864873109383,0.36677561835384687,0.5011727373068432,0.6849300202197373,0.9858757583573947,0.01519989223364463,0.08787507672716546,1.0,0.0,0.0,0.0,0.3942679147878783
0.0666706697227656,0.9723630545043056,0.5995383225573204,0.04208416833667334,0.8620476923054394,0.7785418260093729,0.79939293598234,0.6027226452275761,0.8421298667820265,0.6169760351212716,0.42376399722802405,0.0,0.0,1.0,0.0,0.6142276279769678
0.5186318105080853,0.5127743693730182,0.4188651738556251,0.48096192384769537,0.4242246730415473,0.32527562503512997,0.07270971302428256,0.9761724768787501,0.4232082591475585,0.2559284405911992,0.3291588821003683,1.0,0.0,0.0,0.0,0.38216892848442247
